ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntFruits,MntMeatProducts,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,Complain,Response
6205,1967,Master,Single,32557,1,0,2014-02-24,13,3,29,2,3,5,0,0,0,1
8442,1985,Master,Married,19510,2,0,2013-09-04,63,0,7,1,3,7,0,0,0,0
7386,1976,Graduation,Divorced,30992,1,0,2013-04-22,83,0,14,1,3,7,0,0,0,0
7215,1983,Graduation,Single,101970,0,0,2013-03-12,69,27,102,6,13,2,0,1,0,1
1491,1965,2n Cycle,Together,71488,0,0,2013-02-18,87,33,124,3,7,1,0,0,0,0
11071,1984,Graduation,Single,79607,0,0,2013-04-21,37,133,951,3,6,1,0,0,0,1
3381,1953,Master,Married,54348,1,1,2014-06-08,51,0,16,2,4,6,0,0,0,0
8268,1961,PhD,Married,5122,0,1,2013-07-11,23,0,27,6,7,6,0,0,0,0
11051,1956,PhD,Together,77376,1,1,2014-05-10,72,19,110,6,10,4,0,0,0,0
8026,1952,Graduation,Married,62998,0,1,2013-09-30,10,58,73,5,5,5,0,0,0,0
433,1958,Master,Alone,61331,1,1,2013-03-10,42,5,47,11,6,8,0,0,0,0
9597,1969,Graduation,Married,73448,0,0,2014-02-10,10,106,189,7,9,4,0,0,0,0
1295,1963,Graduation,Married,122000,0,1,2013-08-11,96,65,196,6,7,4,0,0,0,0
5290,1964,PhD,Married,41551,1,1,2013-08-14,51,0,33,5,5,8,0,0,0,0
1685,1967,PhD,Together,62981,0,0,2013-03-17,21,14,590,4,13,3,0,1,0,0
5342,1976,Basic,Divorced,9548,1,0,2012-08-08,31,1,3,1,3,8,0,0,0,0
9579,1959,PhD,Married,33762,2,1,2013-07-07,61,1,34,2,2,8,0,0,0,0
7660,1973,PhD,Alone,35860,1,1,2014-05-19,37,0,8,1,2,5,1,0,0,1
1461,1965,PhD,Divorced,36921,1,1,2013-07-28,74,1,12,2,3,7,0,0,0,0
821,1992,Master,Single,92859,0,0,2012-10-19,46,61,921,5,12,2,0,0,0,0
11084,1976,Master,Together,65104,0,1,2013-11-14,4,0,232,3,7,7,0,0,0,1
8690,1962,Graduation,Married,86111,0,0,2013-04-19,73,28,756,5,10,2,0,0,0,0
2937,1974,PhD,Single,68352,0,1,2013-08-28,47,16,132,8,9,6,0,0,0,0
9701,1988,Graduation,Together,41883,1,0,2013-03-19,13,34,41,4,3,7,0,0,0,0
9949,1976,Graduation,Married,59809,0,2,2012-10-18,36,16,141,3,6,8,0,0,0,0
10837,1975,Graduation,Married,23957,1,0,2012-10-28,47,1,18,2,3,6,0,0,0,1
3120,1981,Graduation,Together,38547,1,0,2013-08-28,49,1,10,1,2,8,0,0,1,0
5885,1973,2n Cycle,Married,35688,2,1,2012-08-22,94,3,90,4,4,8,0,0,0,0
4050,1966,Master,Married,49605,0,0,2014-06-21,65,16,29,2,4,3,0,0,0,0
3830,1953,Master,Married,59354,0,2,2014-04-24,59,21,78,4,7,3,0,0,0,0
7987,1969,Graduation,Married,65747,0,1,2014-03-07,96,17,48,8,6,6,0,1,0,0
7798,1972,2n Cycle,Together,46344,0,1,2012-12-14,28,20,57,7,5,7,0,0,0,0
92,1988,Graduation,Alone,34176,1,0,2014-05-12,12,7,24,3,4,6,0,0,0,0
7055,1952,PhD,Together,61010,0,1,2012-10-09,57,0,57,8,11,5,0,0,0,0
10240,1949,Graduation,Together,69372,0,0,2013-02-19,10,26,269,10,6,4,0,1,0,1
3025,1958,Graduation,Single,49967,0,1,2013-07-08,4,6,69,6,5,7,0,0,0,0
9283,1978,Graduation,Single,60199,1,2,2013-09-12,49,1,7,0,3,4,0,0,0,0
9970,1977,Graduation,Together,55375,0,1,2013-10-17,3,11,57,1,6,2,0,0,0,0
2730,1955,Graduation,Single,80317,0,0,2013-08-20,64,11,387,3,10,1,0,0,0,0
2795,1958,Master,Single,30523,2,1,2013-07-01,0,0,3,1,2,7,0,0,0,0
9260,1945,PhD,Married,70356,0,0,2012-11-05,20,16,249,10,9,6,0,0,0,0
8182,1984,Graduation,Married,23228,1,0,2014-01-05,91,3,49,3,4,8,0,0,0,0
10095,1975,PhD,Divorced,74165,0,0,2013-05-01,9,12,240,5,10,2,0,0,0,0
8475,1973,PhD,Married,157243,0,1,2014-03-01,98,2,1582,0,0,0,0,0,0,0
4370,1966,Graduation,Together,43482,2,1,2013-11-13,83,1,32,2,4,6,0,0,0,0
10573,1953,Graduation,Divorced,62551,0,0,2013-11-18,27,16,98,6,4,3,1,0,0,0
3712,1959,Graduation,Divorced,52332,0,0,2013-08-28,63,5,33,3,6,4,0,1,0,0
6637,1988,Graduation,Single,66951,0,0,2013-11-02,46,162,305,3,7,1,0,0,0,0
3152,1957,Graduation,Together,26091,1,1,2014-02-25,84,10,19,2,3,5,0,0,0,0
5610,1965,Graduation,Together,33456,1,1,2014-04-21,58,3,10,1,3,7,0,0,0,0
6460,1982,Graduation,Married,28718,1,0,2013-07-13,78,4,6,2,3,8,0,0,0,0
1349,1970,Graduation,Married,50447,2,0,2014-04-21,4,7,24,3,3,6,0,0,0,0
1880,1959,PhD,Together,53537,1,1,2014-01-30,17,0,6,2,3,5,0,0,0,0
641,1967,Graduation,Single,52074,0,1,2014-04-04,77,0,12,2,2,4,1,0,0,0
8717,1975,PhD,Married,80427,0,1,2012-09-12,56,71,449,11,8,5,0,0,0,0
10314,1948,PhD,Married,83837,0,0,2012-12-16,79,66,119,9,5,4,0,1,0,1
10854,1970,PhD,Married,38853,1,1,2014-05-23,90,0,14,2,3,7,0,0,0,0
10492,1959,Graduation,Together,38285,2,1,2014-06-24,96,0,5,0,3,2,0,0,0,0
6935,1951,2n Cycle,Married,78497,0,0,2013-12-01,44,26,447,5,12,2,0,0,0,0
7698,1976,PhD,Married,51650,0,1,2014-05-11,81,3,22,4,4,5,0,0,0,0
3559,1988,2n Cycle,Married,16248,1,0,2014-05-10,77,11,10,2,3,6,0,0,0,0
10562,1946,Master,Married,66835,0,0,2013-09-28,21,26,195,6,13,2,0,0,0,0
10796,1984,Master,Married,30477,1,0,2014-01-22,16,1,6,1,3,6,0,0,0,0
2563,1961,Basic,Married,28249,0,0,2014-06-15,80,9,7,2,3,6,0,0,0,0
3518,1983,Graduation,Married,25271,1,0,2012-12-05,45,1,18,1,2,9,0,0,0,0
5823,1970,PhD,Single,32303,0,1,2014-03-08,63,0,2,1,4,5,0,0,0,0
3934,1966,Graduation,Married,61286,0,1,2013-08-02,34,0,107,7,8,5,0,0,0,0
6982,1976,Graduation,Married,74068,0,0,2013-03-19,14,30,537,4,9,2,0,0,0,0
6431,1964,PhD,Married,45759,1,1,2013-02-23,13,1,18,2,3,7,0,0,0,0
9733,1978,Basic,Together,24882,1,0,2012-09-09,52,4,10,1,2,6,1,0,0,0
5602,1989,PhD,Together,66973,0,0,2013-05-17,98,22,432,8,12,3,0,0,0,0
7829,1900,2n Cycle,Divorced,36640,1,0,2013-09-26,99,6,8,2,2,5,0,0,1,0
1324,1988,Graduation,Married,38872,1,0,2013-05-30,93,3,21,3,3,8,0,0,0,0
326,1973,Graduation,Married,51148,1,1,2013-02-18,38,6,45,5,6,6,0,0,0,0
7224,1977,Graduation,Married,31353,1,1,2013-12-29,24,0,10,1,2,8,0,0,0,0
6999,1980,Master,Married,69661,0,0,2014-05-13,80,16,106,7,12,3,0,0,0,0
9938,1954,Graduation,Married,80067,0,0,2013-09-19,82,17,813,4,6,2,0,0,0,0
6422,1954,Graduation,Married,86718,0,0,2013-01-17,20,189,482,5,5,2,0,0,0,0
3182,1973,PhD,Single,46854,1,1,2014-03-31,81,1,79,5,3,8,1,0,0,1
7300,1952,Graduation,Divorced,69142,0,1,2014-06-29,50,4,34,8,7,5,0,1,0,0
10424,1968,Graduation,Single,75922,0,0,2013-12-09,60,138,553,4,9,1,0,0,0,0
8727,1978,Graduation,Divorced,63693,0,1,2013-10-14,63,43,337,11,9,6,0,0,0,0
2798,1977,PhD,Together,102160,0,0,2012-11-02,54,29,138,7,10,4,0,1,0,1
1030,1965,PhD,Single,40637,1,1,2013-07-17,72,0,13,1,3,7,0,0,0,0
624,1984,Master,Single,18890,0,0,2012-11-10,5,4,1,0,2,6,1,0,0,1
5176,1988,Graduation,Together,29604,1,0,2013-12-08,88,6,13,1,3,9,1,0,0,0
5552,1963,Master,Divorced,48721,1,1,2013-05-13,50,18,113,4,5,6,0,0,0,0
868,1966,Graduation,Married,44794,0,1,2014-06-08,99,0,7,2,3,6,0,0,0,0
380,1954,Graduation,Divorced,64497,0,1,2012-09-10,17,48,320,11,9,8,1,0,0,1
2677,1956,Graduation,Together,46097,0,1,2013-03-31,11,24,68,3,6,4,0,0,0,0
6521,1954,Graduation,Together,77972,0,0,2014-03-18,18,22,319,4,9,1,0,0,0,0
6927,1968,PhD,Married,44377,1,1,2012-10-05,70,0,30,5,5,8,0,0,0,0
2877,1974,Master,Together,46014,1,1,2013-01-21,21,0,59,7,8,7,0,0,0,0
0,1985,Graduation,Married,70951,0,0,2013-05-04,66,10,554,3,9,1,0,0,0,0
1584,1977,Graduation,Married,41443,1,0,2014-04-01,79,7,171,8,5,8,0,0,0,0
7264,1978,2n Cycle,Single,52195,2,1,2014-05-12,2,0,4,1,2,8,0,0,0,0
6274,1948,Master,Married,83790,0,0,2013-11-15,81,16,417,8,6,3,0,1,0,0
1377,1954,Master,Widow,44551,0,1,2013-08-31,24,4,33,4,5,7,0,0,0,0
454,1980,Graduation,Together,69508,1,0,2012-11-14,48,32,162,11,11,6,0,0,0,0
1755,1988,2n Cycle,Together,45204,1,0,2014-04-11,93,11,25,1,4,3,0,0,0,0
2075,1969,Graduation,Married,72460,0,0,2013-11-14,56,10,540,3,7,1,0,0,0,0
4785,1970,PhD,Together,77622,0,2,2014-04-14,3,7,154,6,11,3,0,0,0,0
9076,1980,PhD,Married,30732,1,0,2013-01-05,44,1,25,4,4,8,0,0,0,0
7079,1962,Graduation,Divorced,63887,0,1,2012-09-08,38,23,207,9,12,6,0,0,0,0
4653,1978,Graduation,Together,42011,1,0,2013-03-26,46,0,16,3,4,8,0,0,0,0
7375,1976,Graduation,Together,51369,0,1,2012-10-25,84,7,79,8,4,8,0,0,0,0
709,1952,Graduation,Divorced,51537,0,1,2012-12-09,27,20,204,2,11,8,0,0,0,0
460,1972,PhD,Married,79930,0,0,2012-08-08,72,86,740,3,8,2,0,0,0,0
3726,1986,PhD,Together,34320,1,0,2014-02-16,66,1,9,1,2,8,0,0,0,0
6798,1966,Graduation,Single,37070,1,1,2013-03-20,30,7,137,5,8,7,0,0,0,1
5341,1962,2n Cycle,Divorced,81975,0,1,2013-01-05,2,76,184,6,4,7,0,0,0,0
1606,1971,Graduation,Together,38590,1,0,2013-05-15,65,1,8,1,2,8,0,0,0,0
9617,1951,Graduation,Single,15033,0,0,2014-04-16,37,4,5,1,3,3,0,0,0,0
3233,1965,PhD,Married,62745,0,1,2013-03-23,89,21,464,7,11,5,0,0,0,0
89,1975,2n Cycle,Married,22212,1,0,2013-12-09,49,9,20,2,4,6,0,0,0,0
2936,1982,Master,Together,23661,1,0,2013-12-04,46,0,4,1,3,7,0,0,0,0
9449,1958,PhD,Single,79761,0,1,2013-10-04,32,5,124,5,11,3,0,0,0,0
7297,1973,Graduation,Single,7500,1,0,2013-12-26,54,3,10,3,3,7,0,0,0,0
11004,1893,2n Cycle,Single,60182,0,1,2014-05-17,23,0,5,1,2,4,0,0,0,0
313,1968,Graduation,Widow,73455,0,0,2013-10-28,98,61,757,6,10,3,0,1,0,0
9940,1958,Graduation,Together,64961,0,1,2012-12-23,97,114,276,6,4,3,0,0,0,0
10735,1971,Graduation,Single,22804,1,0,2013-07-31,75,1,7,2,2,9,0,0,0,0
9529,1990,Graduation,Married,73687,0,0,2013-11-28,8,153,503,3,9,2,0,0,0,1
6439,1958,Graduation,Married,61074,0,1,2012-08-17,37,0,133,11,8,7,0,0,0,0
7411,1964,PhD,Married,31686,1,1,2014-06-05,31,0,5,1,3,6,0,0,0,0
2176,1972,Graduation,Married,80134,1,0,2013-05-20,40,16,272,5,6,6,0,1,0,1
9265,1953,Graduation,Married,75027,0,1,2013-01-09,74,64,179,9,6,5,0,0,0,0
8867,1988,PhD,Married,67546,0,0,2012-08-31,90,134,768,4,5,3,0,0,0,0
8932,1969,Master,Together,65176,0,1,2012-10-29,57,28,183,9,6,6,0,0,0,0
10236,1975,Master,Single,31160,1,0,2013-09-16,59,3,25,2,3,8,0,0,0,0
6340,1985,Graduation,Single,29938,1,0,2013-10-27,52,3,7,1,3,6,0,0,0,0
10089,1974,Graduation,Divorced,102692,0,0,2013-04-05,5,148,444,6,13,2,0,1,0,1
2227,1958,2n Cycle,Together,26490,0,0,2012-09-22,92,47,52,3,5,6,0,0,0,0
10992,1967,Graduation,Together,75702,1,1,2012-08-29,77,28,353,4,11,8,0,0,0,0
5304,1974,PhD,Single,30899,1,0,2012-10-13,35,0,8,1,3,6,0,0,0,0
309,1961,PhD,Together,63342,0,1,2012-10-16,48,21,118,8,5,6,0,1,0,0
3406,1964,Graduation,Single,45989,0,1,2012-10-22,97,33,87,3,7,3,0,0,0,0
2661,1964,Graduation,Single,18701,1,1,2013-06-04,95,4,2,2,4,5,0,0,0,0
3153,1957,PhD,Single,40737,2,1,2013-12-08,24,0,4,1,2,8,0,0,0,0
10264,1979,Graduation,Divorced,15287,1,0,2012-10-10,60,2,8,1,2,7,1,0,0,1
1184,1968,PhD,Divorced,69674,0,2,2013-05-22,46,41,215,10,10,5,0,0,0,0
4200,1970,Master,Married,44159,1,0,2014-06-17,85,2,62,4,6,5,0,0,0,0
9396,1978,PhD,Married,37717,1,0,2012-11-23,31,0,6,1,2,9,0,0,0,0
2387,1952,Master,Together,43776,1,1,2013-02-03,9,2,71,5,4,8,0,0,0,1
6690,1966,Master,Married,38179,1,1,2013-03-14,30,4,22,3,3,7,0,0,0,0
1225,1963,Graduation,Married,80124,0,0,2014-06-26,47,84,398,3,8,1,1,0,0,0
9703,1970,PhD,Married,38097,1,1,2012-10-15,70,2,35,3,2,7,1,0,0,1
291,1970,Graduation,Married,72940,0,0,2013-06-19,13,74,298,3,6,1,0,0,0,0
4557,1970,Graduation,Together,22070,1,0,2013-10-04,11,7,19,2,2,6,0,0,0,0
2379,1953,Graduation,Single,69267,0,0,2012-09-22,31,44,499,3,5,7,0,0,0,1
5726,1983,Master,Single,31788,1,0,2014-03-20,15,7,23,3,4,5,0,0,1,0
3066,1975,PhD,Together,61905,0,1,2014-02-04,2,0,43,4,4,5,0,0,0,0
6336,1960,Graduation,Married,29315,1,1,2014-04-06,55,2,14,2,4,6,0,0,0,0
10967,1963,Graduation,Divorced,33378,1,1,2013-02-06,38,6,40,2,4,7,0,0,0,0
2304,1963,PhD,Together,66313,0,1,2013-09-16,86,7,99,6,12,4,0,0,0,0
3445,1956,Graduation,Single,60714,0,0,2013-01-17,56,162,224,7,10,5,0,0,0,1
7828,1981,Master,Together,77882,0,0,2014-04-30,29,129,396,3,5,1,0,0,0,0
3762,1986,PhD,Single,69867,0,0,2013-04-02,30,0,512,3,8,1,0,0,0,1
4391,1968,Master,Divorced,63841,0,1,2013-04-21,64,15,100,9,9,6,0,0,0,0
4669,1981,Basic,Married,24480,1,0,2013-02-11,46,19,9,3,4,7,0,0,0,0
10144,1976,Graduation,Together,51369,0,1,2012-10-25,84,7,79,8,4,8,0,0,0,0
8652,1946,Graduation,Together,37760,0,0,2012-08-31,20,5,38,4,6,7,0,0,0,0
1672,1974,PhD,Together,65640,0,1,2014-03-01,74,7,149,5,8,2,0,0,0,0
8962,1975,Master,Married,44319,1,1,2014-04-17,18,0,8,2,3,5,0,0,0,0
9974,1974,Graduation,Married,30631,1,0,2013-07-12,75,6,20,3,2,7,0,0,0,0
10983,1952,Graduation,Together,75278,0,0,2013-01-29,17,98,230,6,13,3,0,0,0,0
8148,1956,Master,Together,50898,1,1,2013-01-08,88,28,242,6,12,5,0,0,0,0
